Name,Revision,Languages,Embed Dim,Params,Framework,License,Link
deepvk/USER-bge-m3,0cc6cfe48e260fb0474c753087a69369e88709ae,rus_Cyrl,1024.0,359026688.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/deepvk/USER-base
infgrad/stella-base-en-v2,c9e80ff9892d80b39dc54e30a7873f91ea161034,eng_Latn,,,PyTorch,mit,https://huggingface.co/infgrad/stella-base-en-v2
malenia1/ternary-weight-embedding,a1208fb7f646647bb62639fd2e1eb6cc2ef3738e,,1024.0,98688000.0,PyTorch,,https://huggingface.co/malenia1/ternary-weight-embedding
omarelshehy/arabic-english-sts-matryoshka,763d116fbe8bf7883c64635c862feeaa3768bb64,"ara_Arab, eng_Latn",1024.0,559890432.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/omarelshehy/arabic-english-sts-matryoshka
openbmb/MiniCPM-Embedding,c0cb2de33fb366e17c30f9d53142ff11bc18e049,"zho_Hans, eng_Latn",2304.0,2724880896.0,"PyTorch, Sentence Transformers",,https://huggingface.co/openbmb/MiniCPM-Embedding
shibing624/text2vec-base-multilingual,6633dc49e554de7105458f8f2e96445c6598e9d1,"deu-Latn, eng-Latn, spa-Latn, fra-Latn, ita-Latn, nld-Latn, pol-Latn, por-Latn, rus-Cyrl, zho-Hans",384.0,118000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/shibing624/text2vec-base-chinese-paraphrase
silma-ai/silma-embeddding-matryoshka-v0.1,a520977a9542ebdb8a7206df6b7ff6977f1886ea,"ara_Arab, eng_Latn",768.0,135193344.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/silma-ai/silma-embeddding-matryoshka-v0.1
DMetaSoul/sbert-chinese-general-v1,bd27765956bcc2fcf682de0097819947ac10037e,zho_Hans,128.0,,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/DMetaSoul/sbert-chinese-general-v1
DMetaSoul/Dmeta-embedding-zh-small,2050d3439a2f68999dd648c1697471acaac37a29,zho_Hans,768.0,74200000.0,"PyTorch, Sentence Transformers",apache-2.0,https://huggingface.co/DMetaSoul/Dmeta-embedding-zh-small/
lier007/xiaobu-embedding,59c79d82eb5223cd9895f6eb8e825c7fa10e4e92,zho_Hans,1024.0,326000000.0,"PyTorch, Sentence Transformers",not specified,https://huggingface.co/lier007/xiaobu-embedding
lier007/xiaobu-embedding-v2,1912f2e59a5c2ef802a471d735a38702a5c9485e,zho_Hans,768.0,326000000.0,"PyTorch, Sentence Transformers",not specified,https://huggingface.co/lier007/xiaobu-embedding-v2
Classical/Yinka,59c79d82eb5223cd9895f6eb8e825c7fa10e4e92,zho_Hans,1024.0,326000000.0,"PyTorch, Sentence Transformers",not specified,https://huggingface.co/Classical/Yinka
TencentBAC/Conan-embedding-v1,bb9749a57d4f02fd71722386f8d0f5a9398d7eeb,zho_Hans,768.0,326000000.0,"PyTorch, Sentence Transformers",cc-by-nc-4.0,https://huggingface.co/Classical/Yinka
llmrails/ember-v1,5e5ce5904901f6ce1c353a95020f17f09e5d021d,eng_Latn,1024.0,335000000.0,"PyTorch, Sentence Transformers",mit,https://huggingface.co/llmrails/ember-v1
amazon/Titan-text-embeddings-v2,1,eng_Latn,,,,https://aws.amazon.com/service-terms/,https://huggingface.co/amazon/Titan-text-embeddings-v2
minishlab/M2V_base_glove_subword,5f4f5ca159b7321a8b39739bba0794fa0debddf4,eng_Latn,256.0,103000000.0,NumPy,mit,https://huggingface.co/minishlab/M2V_base_glove_subword
minishlab/M2V_base_glove,38ebd7f10f71e67fa8db898290f92b82e9cfff2b,eng_Latn,256.0,102000000.0,NumPy,mit,https://huggingface.co/minishlab/M2V_base_glove
minishlab/M2V_base_output,02460ae401a22b09d2c6652e23371398329551e2,eng_Latn,256.0,7560000.0,NumPy,mit,https://huggingface.co/minishlab/M2V_base_output
minishlab/M2V_multilingual_output,2cf4ec4e1f51aeca6c55cf9b93097d00711a6305,eng_Latn,256.0,128000000.0,NumPy,mit,https://huggingface.co/minishlab/M2V_multilingual_output
minishlab/potion-base-2M,86db093558fbced2072b929eb1690bce5272bd4b,eng_Latn,64.0,2000000.0,NumPy,mit,https://huggingface.co/minishlab/potion-base-2M
minishlab/potion-base-4M,81b1802ada41afcd0987a37dc15e569c9fa76f04,eng_Latn,128.0,3780000.0,NumPy,mit,https://huggingface.co/minishlab/potion-base-4M
minishlab/potion-base-8M,dcbec7aa2d52fc76754ac6291803feedd8c619ce,eng_Latn,256.0,7560000.0,NumPy,mit,https://huggingface.co/minishlab/potion-base-8M
moka-ai/m3e-base,764b537a0e50e5c7d64db883f2d2e051cbe3c64c,"zho_Hans, eng-Latn",768.0,102000000.0,"Sentence Transformers, PyTorch",https://huggingface.co/moka-ai/m3e-base#%F0%9F%93%9C-license,https://huggingface.co/moka-ai/m3e-base
moka-ai/m3e-small,44c696631b2a8c200220aaaad5f987f096e986df,"zho_Hans, eng-Latn",512.0,,"Sentence Transformers, PyTorch",https://huggingface.co/moka-ai/m3e-base#%F0%9F%93%9C-license,https://huggingface.co/moka-ai/m3e-small
moka-ai/m3e-large,12900375086c37ba5d83d1e417b21dc7d1d1f388,"zho_Hans, eng-Latn",768.0,,"Sentence Transformers, PyTorch",https://huggingface.co/moka-ai/m3e-base#%F0%9F%93%9C-license,https://huggingface.co/moka-ai/m3e-large
nyu-visionx/moco-v3-vit-b,7d091cd70772c5c0ecf7f00b5f12ca609a99d69d,eng_Latn,768.0,86600000.0,PyTorch,cc-by-nc-4.0,https://github.com/facebookresearch/moco-v3
nyu-visionx/moco-v3-vit-l,7bf75358d616f39b9716148bf4e3425f3bd35b47,eng_Latn,1024.0,304000000.0,PyTorch,cc-by-nc-4.0,https://github.com/facebookresearch/moco-v3
mixedbread-ai/mxbai-embed-large-v1,990580e27d329c7408b3741ecff85876e128e203,eng_Latn,1024.0,335000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/mixedbread-ai/mxbai-embed-large-v1
mixedbread-ai/mxbai-embed-2d-large-v1,7e639ca8e344af398876ead3b19ec3c0b9068f49,eng_Latn,768.0,335000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/mixedbread-ai/mxbai-embed-2d-large-v1
mixedbread-ai/mxbai-embed-xsmall-v1,2f741ec33328bb57e4704e1238fc59a4a5745705,eng_Latn,384.0,24100000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/mixedbread-ai/mxbai-embed-xsmall-v1
nomic-ai/nomic-embed-text-v1.5,b0753ae76394dd36bcfb912a46018088bca48be0,eng-Latn,768.0,137000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/nomic-ai/nomic-embed-text-v1.5
nomic-ai/nomic-embed-text-v1,0759316f275aa0cb93a5b830973843ca66babcf5,eng-Latn,768.0,,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/nomic-ai/nomic-embed-text-v1
nomic-ai/nomic-embed-text-v1-ablated,7d948905c5d5d3874fa55a925d68e49dbf411e5f,eng-Latn,768.0,,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/nomic-ai/nomic-embed-text-v1-ablated
nomic-ai/nomic-embed-text-v1-unsupervised,b53d557b15ae63852847c222d336c1609eced93c,eng-Latn,768.0,,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/nomic-ai/nomic-embed-text-v1-unsupervised
nomic-ai/modernbert-embed-base,5960f1566fb7cb1adf1eb6e816639cf4646d9b12,eng-Latn,768.0,149000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/nomic-ai/modernbert-embed-base
nomic-ai/nomic-embed-vision-v1.5,af2246fffdab78d8458418480e4886a8e48b70a7,eng_Latn,768.0,92900000.0,PyTorch,apache-2.0,https://huggingface.co/nomic-ai/nomic-embed-vision-v1.5
nvidia/NV-Embed-v2,7604d305b621f14095a1aa23d351674c2859553a,eng_Latn,4096.0,7850000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/nvidia/NV-Embed-v2
nvidia/NV-Embed-v1,570834afd5fef5bf3a3c2311a2b6e0a66f6f4f2c,eng_Latn,4096.0,7850000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/nvidia/NV-Embed-v1
openai/text-embedding-3-small,2,,1536.0,,API,,https://openai.com/index/new-embedding-models-and-api-updates/
openai/text-embedding-3-large,2,,3072.0,,API,,https://openai.com/index/new-embedding-models-and-api-updates/
openai/text-embedding-ada-002,2,,1536.0,,API,,https://openai.com/index/new-and-improved-embedding-model/
laion/CLIP-ViT-L-14-DataComp.XL-s13B-b90K,84c9828e63dc9a9351d1fe637c346d4c1c4db341,eng_Latn,768.0,428000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-L-14-DataComp.XL-s13B-b90K
laion/CLIP-ViT-B-32-DataComp.XL-s13B-b90K,f0e2ffa09cbadab3db6a261ec1ec56407ce42912,eng_Latn,512.0,151000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-B-32-DataComp.XL-s13B-b90K
laion/CLIP-ViT-B-16-DataComp.XL-s13B-b90K,d110532e8d4ff91c574ee60a342323f28468b287,eng_Latn,512.0,150000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-B-16-DataComp.XL-s13B-b90K
laion/CLIP-ViT-bigG-14-laion2B-39B-b160k,bc7788f151930d91b58474715fdce5524ad9a189,eng_Latn,1280.0,2540000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-bigG-14-laion2B-39B-b160k
laion/CLIP-ViT-g-14-laion2B-s34B-b88K,15efd0f6ac0c40c0f9da7becca03c974d7012604,eng_Latn,1024.0,1367000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-g-14-laion2B-s34B-b88K
laion/CLIP-ViT-H-14-laion2B-s32B-b79K,de081ac0a0ca8dc9d1533eed1ae884bb8ae1404b,eng_Latn,1024.0,986000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-H-14-laion2B-s32B-b79K
laion/CLIP-ViT-L-14-laion2B-s32B-b82K,1627032197142fbe2a7cfec626f4ced3ae60d07a,eng_Latn,768.0,428000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-L-14-laion2B-s32B-b82K
laion/CLIP-ViT-B-32-laion2B-s34B-b79K,08f73555f1b2fb7c82058aebbd492887a94968ef,eng_Latn,512.0,151000000.0,PyTorch,mit,https://huggingface.co/laion/CLIP-ViT-B-32-laion2B-s34B-b79K
sensenova/piccolo-base-zh,47c0a63b8f667c3482e05b2fd45577bb19252196,zho_Hans,768.0,,"Sentence Transformers, PyTorch",mit,https://huggingface.co/sensenova/piccolo-base-zh
sensenova/piccolo-large-zh-v2,05948c1d889355936bdf9db7d30df57dd78d25a3,zho_Hans,1024.0,,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/sensenova/piccolo-large-zh-v2
Alibaba-NLP/gme-Qwen2-VL-2B-Instruct,ce765ae71b8cdb208203cd8fb64a170b1b84293a,"eng_Latn, cmn-Hans",1536.0,2210000000.0,PyTorch,apache-2.0,https://huggingface.co/Alibaba-NLP/gme-Qwen2-VL-2B-Instruct
Alibaba-NLP/gme-Qwen2-VL-7B-Instruct,477027a6480f8630363be77751f169cc3434b673,"eng_Latn, cmn-Hans",3584.0,8290000000.0,PyTorch,apache-2.0,https://huggingface.co/Alibaba-NLP/gme-Qwen2-VL-2B-Instruct
samaya-ai/promptriever-llama2-7b-v1,01c7f73d771dfac7d292323805ebc428287df4f9-30b14e3813c0fa45facfd01a594580c3fe5ecf23,eng_Latn,4096.0,7000000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/promptriever-llama2-7b-v1
samaya-ai/promptriever-llama3.1-8b-v1,48d6d0fc4e02fb1269b36940650a1b7233035cbb-2ead22cfb1b0e0c519c371c63c2ab90ffc511b8a,eng_Latn,4096.0,8000000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/promptriever-llama3.1-8b-v1
samaya-ai/promptriever-llama3.1-8b-instruct-v1,5206a32e0bd3067aef1ce90f5528ade7d866253f-8b677258615625122c2eb7329292b8c402612c21,eng_Latn,4096.0,8000000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/promptriever-llama3.1-8b-instruct-v1
samaya-ai/promptriever-mistral-v0.1-7b-v1,7231864981174d9bee8c7687c24c8344414eae6b-876d63e49b6115ecb6839893a56298fadee7e8f5,eng_Latn,4096.0,7000000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/promptriever-mistral-v0.1-7b-v1
Qodo/Qodo-Embed-1-1.5B,84bbef079b32e8823ec226d4e9e92902706b0eb6,"python-Code, c++-Code, c#-Code, go-Code, java-Code, Javascript-Code, php-Code, ruby-Code, typescript-Code",1536.0,1780000000.0,"Sentence Transformers, PyTorch",https://huggingface.co/Qodo/Qodo-Embed-1-1.5B/blob/main/LICENSE,https://huggingface.co/Qodo/Qodo-Embed-1-1.5B
Qodo/Qodo-Embed-1-7B,f9edd9bf7f687c0e832424058e265120f603cd81,"python-Code, c++-Code, c#-Code, go-Code, java-Code, Javascript-Code, php-Code, ruby-Code, typescript-Code",3584.0,7613000000.0,"Sentence Transformers, PyTorch",https://huggingface.co/Qodo/Qodo-Embed-1-1.5B/blob/main/LICENSE,https://huggingface.co/Qodo/Qodo-Embed-1-7B
prdev/mini-gte,7fbe6f9b4cc42615e0747299f837ad7769025492,eng_Latn,768.0,66300000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/prdev/mini-gte
castorini/repllama-v1-7b-lora-passage,01c7f73d771dfac7d292323805ebc428287df4f9-6097554dfe6e7d93e92f55010b678bcca1e233a8,eng_Latn,4096.0,7000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/castorini/repllama-v1-7b-lora-passage
samaya-ai/RepLLaMA-reproduced,01c7f73d771dfac7d292323805ebc428287df4f9-ad5c1d0938a1e02954bcafb4d811ba2f34052e71,eng_Latn,4096.0,7000000.0,"PyTorch, Tevatron",apache-2.0,https://huggingface.co/samaya-ai/RepLLaMA-reproduced
castorini/monobert-large-msmarco,0a97706f3827389da43b83348d5d18c9d53876fa,eng_Latn,,,"Sentence Transformers, PyTorch",,
jinaai/jina-reranker-v2-base-multilingual,126747772a932960028d9f4dc93bd5d9c4869be4,eng_Latn,,,"Sentence Transformers, PyTorch",,
BAAI/bge-reranker-v2-m3,953dc6f6f85a1b2dbfca4c34a2796e7dde08d41e,"eng_Latn, ara_Arab, ben_Beng, spa_Latn, fas_Arab, fin_Latn, fra_Latn, hin_Deva, ind_Latn, jpn_Jpan, kor_Hang, rus_Cyrl, swa_Latn, tel_Telu, tha_Thai, zho_Hans, deu_Latn, yor_Latn, dan_Latn, heb_Hebr, hun_Latn, ita_Latn, khm_Khmr, msa_Latn, nld_Latn, nob_Latn, pol_Latn, por_Latn, swe_Latn, tur_Latn, vie_Latn, zho_Hant",,,"Sentence Transformers, PyTorch",,
castorini/monot5-small-msmarco-10k,77f8e3f7b1eb1afe353aa21a7c3a2fc8feca702e,eng_Latn,,,PyTorch,,
castorini/monot5-base-msmarco-10k,f15657ab3d2a5dd0b9a30c8c0b6a0a73c9cb5884,eng_Latn,,,PyTorch,,
castorini/monot5-large-msmarco-10k,48cfad1d8dd587670393f27ee8ec41fde63e3d98,eng_Latn,,,PyTorch,,
castorini/monot5-3b-msmarco-10k,bc0c419a438c81f592f878ce32430a1823f5db6c,eng_Latn,,,PyTorch,,
google/flan-t5-base,7bcac572ce56db69c1ea7c8af255c5d7c9672fc2,eng_Latn,768.0,248000000.0,PyTorch,apache-2.0,
google/flan-t5-large,0613663d0d48ea86ba8cb3d7a44f0f65dc596a2a,eng_Latn,,783000000.0,PyTorch,apache-2.0,
google/flan-t5-xl,7d6315df2c2fb742f0f5b556879d730926ca9001,eng_Latn,2048.0,2850000000.0,PyTorch,apache-2.0,
google/flan-t5-xxl,ae7c9136adc7555eeccc78cdd960dfd60fb346ce,eng_Latn,4096.0,11300000000.0,PyTorch,apache-2.0,
meta-llama/Llama-2-7b-hf,01c7f73d771dfac7d292323805ebc428287df4f9,eng_Latn,,6740000000.0,PyTorch,,
meta-llama/Llama-2-7b-chat-hf,f5db02db724555f92da89c216ac04704f23d4590,eng_Latn,,,PyTorch,,
mistralai/Mistral-7B-Instruct-v0.2,3ad372fc79158a2148299e3318516c786aeded6c,eng_Latn,,,PyTorch,,
jhu-clsp/FollowIR-7B,4d25d437e38b510c01852070c0731e8f6e1875d1,eng_Latn,,7240000000.0,PyTorch,apache-2.0,
unicamp-dl/mt5-base-mmarco-v2,cc0a949b9f21efcaba45c8cabb998ad02ce8d4e7,"afr_Latn, sqi_Latn, amh_Ethi, ara_Arab, hye_Armn, aze_Latn, eus_Latn, bel_Cyrl, ben_Beng, bul_Cyrl, mya_Mymr, cat_Latn, ceb_Latn, nya_Latn, zho_Hans, cos_Latn, ces_Latn, dan_Latn, nld_Latn, eng_Latn, epo_Latn, est_Latn, fil_Latn, fin_Latn, fra_Latn, glg_Latn, kat_Geor, deu_Latn, ell_Grek, guj_Gujr, hat_Latn, hau_Latn, haw_Latn, heb_Hebr, hin_Deva, hmn_Latn, hun_Latn, isl_Latn, ibo_Latn, ind_Latn, gle_Latn, ita_Latn, jpn_Jpan, jav_Latn, kan_Knda, kaz_Cyrl, khm_Khmr, kor_Hang, kur_Latn, kir_Cyrl, lao_Laoo, lat_Latn, lav_Latn, lit_Latn, ltz_Latn, mkd_Cyrl, mlg_Latn, msa_Latn, mal_Mlym, mlt_Latn, mri_Latn, mar_Deva, mon_Cyrl, nep_Deva, nor_Latn, pus_Arab, fas_Arab, pol_Latn, por_Latn, pan_Guru, ron_Latn, rus_Cyrl, smo_Latn, gla_Latn, srp_Cyrl, sna_Latn, snd_Arab, sin_Sinh, slk_Latn, slv_Latn, som_Latn, sot_Latn, spa_Latn, sun_Latn, swa_Latn, swe_Latn, tgk_Cyrl, tam_Taml, tel_Telu, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, uzb_Latn, vie_Latn, cym_Latn, fry_Latn, xho_Latn, yid_Hebr, yor_Latn, zul_Latn",,,PyTorch,mit,
unicamp-dl/mt5-13b-mmarco-100k,e1a4317e102a525ea9e16745ad21394a4f1bffbc,"afr_Latn, sqi_Latn, amh_Ethi, ara_Arab, hye_Armn, aze_Latn, eus_Latn, bel_Cyrl, ben_Beng, bul_Cyrl, mya_Mymr, cat_Latn, ceb_Latn, nya_Latn, zho_Hans, cos_Latn, ces_Latn, dan_Latn, nld_Latn, eng_Latn, epo_Latn, est_Latn, fil_Latn, fin_Latn, fra_Latn, glg_Latn, kat_Geor, deu_Latn, ell_Grek, guj_Gujr, hat_Latn, hau_Latn, haw_Latn, heb_Hebr, hin_Deva, hmn_Latn, hun_Latn, isl_Latn, ibo_Latn, ind_Latn, gle_Latn, ita_Latn, jpn_Jpan, jav_Latn, kan_Knda, kaz_Cyrl, khm_Khmr, kor_Hang, kur_Latn, kir_Cyrl, lao_Laoo, lat_Latn, lav_Latn, lit_Latn, ltz_Latn, mkd_Cyrl, mlg_Latn, msa_Latn, mal_Mlym, mlt_Latn, mri_Latn, mar_Deva, mon_Cyrl, nep_Deva, nor_Latn, pus_Arab, fas_Arab, pol_Latn, por_Latn, pan_Guru, ron_Latn, rus_Cyrl, smo_Latn, gla_Latn, srp_Cyrl, sna_Latn, snd_Arab, sin_Sinh, slk_Latn, slv_Latn, som_Latn, sot_Latn, spa_Latn, sun_Latn, swa_Latn, swe_Latn, tgk_Cyrl, tam_Taml, tel_Telu, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, uzb_Latn, vie_Latn, cym_Latn, fry_Latn, xho_Latn, yid_Hebr, yor_Latn, zul_Latn",,,PyTorch,,
cointegrated/rubert-tiny,5441c5ea8026d4f6d7505ec004845409f1259fb1,rus_Cyrl,312.0,11900000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/cointegrated/rubert-tiny
cointegrated/rubert-tiny2,dad72b8f77c5eef6995dd3e4691b758ba56b90c3,rus_Cyrl,312.0,29400000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/cointegrated/rubert-tiny2
ai-forever/sbert_large_nlu_ru,af977d5dfa46a3635e29bf0ef383f2df2a08d47a,rus_Cyrl,1024.0,427000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/ai-forever/sbert_large_nlu_ru
ai-forever/sbert_large_mt_nlu_ru,05300876c2b83f46d3ddd422a7f17e45cf633bb0,rus_Cyrl,1024.0,427000000.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/ai-forever/sbert_large_mt_nlu_ru
deepvk/USER-base,436a489a2087d61aa670b3496a9915f84e46c861,rus_Cyrl,768.0,427000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/deepvk/USER-base
deepvk/deberta-v1-base,bdd30b0e19757e6940c92c7aff19e8fc0a60dff4,rus_Cyrl,768.0,124000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/deepvk/deberta-v1-base
DeepPavlov/rubert-base-cased,4036cab694767a299f2b9e6492909664d9414229,rus_Cyrl,768.0,1280000000.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/DeepPavlov/rubert-base-cased
DeepPavlov/distilrubert-small-cased-conversational,e348066b4a7279b97138038299bddc6580a9169a,rus_Cyrl,768.0,107000000.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/DeepPavlov/distilrubert-small-cased-conversational
DeepPavlov/rubert-base-cased-sentence,78b5122d6365337dd4114281b0d08cd1edbb3bc8,rus_Cyrl,768.0,107000000.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/DeepPavlov/rubert-base-cased-sentence
cointegrated/LaBSE-en-ru,cf0714e606d4af551e14ad69a7929cd6b0da7f7e,rus_Cyrl,768.0,129000000.0,"Sentence Transformers, PyTorch",not specified,https://huggingface.co/cointegrated/LaBSE-en-ru
sergeyzh/rubert-tiny-turbo,8ce0cf757446ce9bb2d5f5a4ac8103c7a1049054,rus_Cyrl,312.0,29200000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/sergeyzh/rubert-tiny-turbo
sergeyzh/LaBSE-ru-turbo,1940b046c6b5e125df11722b899130329d0a46da,rus_Cyrl,768.0,129000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/sergeyzh/LaBSE-ru-turbo
ai-forever/ru-en-RoSBERTa,89fb1651989adbb1cfcfdedafd7d102951ad0555,rus_Cyrl,1024.0,404000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/ai-forever/ru-en-RoSBERTa
ai-forever/FRIDA,7292217af9a9e6dbf07048f76b434ad1e2aa8b76,rus_Cyrl,1536.0,823000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/ai-forever/FRIDA
ai-sage/Giga-Embeddings-instruct,646f5ff3587e74a18141c8d6b60d1cffd5897b92,"eng_Latn, rus_Cyrl",2048.0,2530000000.0,"Sentence Transformers, PyTorch",mit,https://huggingface.co/ai-sage/Giga-Embeddings-instruct
Salesforce/SFR-Embedding-2_R,91762139d94ed4371a9fa31db5551272e0b83818,eng_Latn,4096.0,7110000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/Salesforce/SFR-Embedding-2_R
Salesforce/SFR-Embedding-Code-2B_R,c73d8631a005876ed5abde34db514b1fb6566973,eng_Latn,2304.0,2610000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/Salesforce/SFR-Embedding-Code-2B_R
Salesforce/SFR-Embedding-Mistral,938c560d1c236aa563b2dbdf084f28ab28bccb11,eng_Latn,4096.0,7110000000.0,"Sentence Transformers, PyTorch",cc-by-nc-4.0,https://huggingface.co/Salesforce/SFR-Embedding-Mistral
sentence-transformers/all-MiniLM-L6-v2,8b3219a92973c328a8e22fadcfa821b5dc75636a,eng-Latn,384.0,22700000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/all-MiniLM-L6-v2
sentence-transformers/all-MiniLM-L12-v2,364dd28d28dcd3359b537f3cf1f5348ba679da62,eng-Latn,384.0,33400000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/all-MiniLM-L12-v2
sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2,bf3bf13ab40c3157080a7ab344c831b9ad18b5eb,"ara_Arab, bul_Cyrl, cat_Latn, ces_Latn, dan_Latn, deu_Latn, ell_Grek, eng_Latn, spa_Latn, est_Latn, fas_Arab, fin_Latn, fra_Latn, fra_Latn, glg_Latn, guj_Gujr, heb_Hebr, hin_Deva, hrv_Latn, hun_Latn, hye_Armn, ind_Latn, ita_Latn, jpn_Jpan, kat_Geor, kor_Hang, kur_Arab, lit_Latn, lav_Latn, mkd_Cyrl, mon_Cyrl, mar_Deva, msa_Latn, mya_Mymr, nob_Latn, nld_Latn, pol_Latn, por_Latn, por_Latn, ron_Latn, rus_Cyrl, slk_Latn, slv_Latn, sqi_Latn, srp_Cyrl, swe_Latn, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, vie_Latn, zho_Hans, zho_Hant",768.0,118000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/paraphrase-multilingual-MiniLM-L12-v2
sentence-transformers/paraphrase-multilingual-mpnet-base-v2,79f2382ceacceacdf38563d7c5d16b9ff8d725d6,"ara_Arab, bul_Cyrl, cat_Latn, ces_Latn, dan_Latn, deu_Latn, ell_Grek, eng_Latn, spa_Latn, est_Latn, fas_Arab, fin_Latn, fra_Latn, fra_Latn, glg_Latn, guj_Gujr, heb_Hebr, hin_Deva, hrv_Latn, hun_Latn, hye_Armn, ind_Latn, ita_Latn, jpn_Jpan, kat_Geor, kor_Hang, kur_Arab, lit_Latn, lav_Latn, mkd_Cyrl, mon_Cyrl, mar_Deva, msa_Latn, mya_Mymr, nob_Latn, nld_Latn, pol_Latn, por_Latn, por_Latn, ron_Latn, rus_Cyrl, slk_Latn, slv_Latn, sqi_Latn, srp_Cyrl, swe_Latn, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, vie_Latn, zho_Hans, zho_Hant",768.0,278000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/paraphrase-multilingual-mpnet-base-v2
sentence-transformers/LaBSE,e34fab64a3011d2176c99545a93d5cbddc9a91b7,"ara_Arab, bul_Cyrl, cat_Latn, ces_Latn, dan_Latn, deu_Latn, ell_Grek, eng_Latn, spa_Latn, est_Latn, fas_Arab, fin_Latn, fra_Latn, fra_Latn, glg_Latn, guj_Gujr, heb_Hebr, hin_Deva, hrv_Latn, hun_Latn, hye_Armn, ind_Latn, ita_Latn, jpn_Jpan, kat_Geor, kor_Hang, kur_Arab, lit_Latn, lav_Latn, mkd_Cyrl, mon_Cyrl, mar_Deva, msa_Latn, mya_Mymr, nob_Latn, nld_Latn, pol_Latn, por_Latn, por_Latn, ron_Latn, rus_Cyrl, slk_Latn, slv_Latn, sqi_Latn, srp_Cyrl, swe_Latn, tha_Thai, tur_Latn, ukr_Cyrl, urd_Arab, vie_Latn, zho_Hans, zho_Hant",768.0,471000000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/LaBSE
sentence-transformer/multi-qa-MiniLM-L6-cos-v1,b207367332321f8e44f96e224ef15bc607f4dbf0,eng-Latn,384.0,22700000.0,"Sentence Transformers, PyTorch",apache-2.0,https://huggingface.co/sentence-transformers/multi-qa-MiniLM-L6-cos-v1
